cum_hh_total,oopg_share_total,cum_hh_ctp,oopg_share_ctp
0.03383082523288799,0.17128489280062129,0.0351325582549024,0.3111425483703791
0.03391917853915873,0.1710108349590777,0.03518190991452736,0.31034394202928994
0.03404025267772232,0.17100191342762242,0.035290768939419376,0.3100825866923162
0.03413513508938192,0.17068450080932837,0.035632462120849376,0.3095353708589565
0.03420528208953531,0.1706260539890269,0.03565760418336155,0.309381147136912
0.03427132128698388,0.17042380811131325,0.03579797693785746,0.3087882428143511
0.03436417733492375,0.17039326961376108,0.03591224663293143,0.3085634794731306
0.03451138942905953,0.17005902091493055,0.035969041302466274,0.3085237224198054
0.03453780138906754,0.16897450133485334,0.03601932209757561,0.30844592251159003
0.03464144284486997,0.16896004799139516,0.03607954824028987,0.3082719613857486
0.034683601837086464,0.1689514411311816,0.03613063010507025,0.30825612178304274
0.03474149901430102,0.16885766299250754,0.03624491118301698,0.3077059549318848
0.03481901337922848,0.16867611792485634,0.036536969126880516,0.3075372068529761
0.035146944259737294,0.1684207441064439,0.036654282474712425,0.30740707169923365
0.03528238632751609,0.16809013347522067,0.03670351320405625,0.3071331212150077
0.03540026208270423,0.16788107227761753,0.03680255735539876,0.3068142410263864
0.03551128503418285,0.1674460295031374,0.036874685081597296,0.306596757718899
0.035610709050677924,0.16742200483587488,0.03699282725547098,0.30630682430137657
0.03566860622789248,0.16713493370281435,0.03711520717943467,0.3062845546166091
0.03577396202928057,0.16697748178133318,0.0373758076539677,0.3058508799983072
0.03583374874213791,0.1665623068455381,0.037436297395133364,0.30412706701762443
0.035956128666101615,0.1661996446218941,0.037533498149693874,0.3030786687536628
0.036046086982916684,0.16570121114898853,0.0375794286954031,0.30157432485131874
0.03610915809204366,0.16555859781823715,0.037661195506219,0.3009485447805978
0.03612698117123837,0.16474224365255208,0.03803387755638743,0.3008652014818403
0.03623226165028853,0.16442408191232027,0.038098877973254425,0.30047148766157566
0.03627897714701129,0.16326158680340602,0.03818192422746413,0.2998668062872989
0.03635014133851405,0.1632075311289487,0.03825031640912342,0.29977865274130877
0.036457672950547707,0.16313716218211946,0.03835659268566843,0.29962169978640535
0.03653576459701812,0.16293293767921688,0.03850172672594956,0.2993929630569575
0.03663810292625564,0.16227236452894017,0.03864893882008534,0.298092448843177
0.03676025388458308,0.16181764449118877,0.03898747850403519,0.29667635689727473
0.036812000500638424,0.16149120650374343,0.03919294416548667,0.2964377841404868
0.03701166742089339,0.16148278624775375,0.039342487777773855,0.2963412717519521
0.03705419173536829,0.16118466091715106,0.0394296614276705,0.2956336161768244
0.037176342693695734,0.16084576312139937,0.03976820111162035,0.29420805475421363
0.03731178476147453,0.16083794588328093,0.039852229359468,0.29416001123052415
0.03739241653847652,0.1606369832267764,0.03994090168349009,0.29386637438001334
